"Property Identification Number","Address","Zip Code","Managing Organization","Owership Status","Building","Zoning","Ward","Community Area","Date Property Was Added","Deed Status","Date Property Was Purchased","Date Property  Was Sold","Date of  Last Update","Event","AIS Category","EDR Complete"
"20-22-230-040-0000","712 E 67TH ST","60637","None","Owned by City","-","RT-4","20","WOODLAWN","05/26/2017","Partially Verified","01/25/2006","-","11/02/2021","Signal","-","N"
"20-22-306-015-0000","6837 S STATE ST","60637","-","Sold","-","C2-2","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-22-307-039-0000","6859 S WABASH AVE","60637","DPD - Large Lots","Sold","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","11/14/2017","11/02/2021","-","-","N"
"25-25-206-026-0000","12202 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","03/30/2005","-","11/29/2021","-","-","N"
"25-25-206-027-0000","12204 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","03/30/2005","-","11/29/2021","-","-","N"
"25-25-206-028-0000","12208 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","03/30/2005","-","11/29/2021","-","-","N"
"25-25-206-029-0000","12210 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","11/06/2001","-","11/29/2021","-","-","N"
"25-25-206-030-0000","12212 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","01/09/2002","-","11/29/2021","-","-","N"
"25-25-206-032-0000","12216 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","11/13/2001","-","11/29/2021","-","-","N"
"25-25-206-033-0000","12220 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","11/13/2001","-","11/29/2021","-","-","N"
"25-25-206-034-0000","12222 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","11/13/2001","-","11/29/2021","-","-","N"
"25-25-206-035-0000","12224 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","11/13/2001","-","11/29/2021","-","-","N"
"25-25-206-036-0000","12226 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","11/13/2001","-","11/29/2021","-","-","N"
"25-25-206-037-0000","12230 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","11/13/2001","-","11/29/2021","-","-","N"
"25-25-206-038-0000","12232 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","01/09/2002","-","11/29/2021","-","-","N"
"25-25-206-039-0000","12234 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","01/09/2002","-","11/29/2021","-","-","N"
"25-25-206-040-0000","12236 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","01/09/2002","-","11/29/2021","-","-","N"
"25-28-113-027-0000","12008 S NORMAL AVE","60628","-","Sold","-","RS-3","34","WEST PULLMAN","05/26/2017","Partially Verified","04/23/2002","02/01/2006","11/02/2021","-","-","N"
"25-28-113-028-0000","12010 S NORMAL AVE","60628","DPD - Real Estate","Sold","-","RS-3","34","WEST PULLMAN","05/26/2017","Partially Verified","-","10/20/2016","11/02/2021","-","-","N"
"25-28-114-004-0000","12011 S NORMAL AVE","60628","-","Sold","-","RS-3","34","WEST PULLMAN","05/26/2017","Partially Verified","12/29/2005","04/20/2007","11/02/2021","-","-","N"
"25-28-116-007-0000","12117 S HALSTED ST","60628","-","Sold","-","C1-1","34","WEST PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-28-116-016-0000","12139 S HALSTED ST","60628","-","Sold","-","C1-1","34","WEST PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-28-118-007-0000","12119 S UNION AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","05/26/2017","Partially Verified","01/12/2006","-","11/02/2021","-","-","N"
"25-28-119-042-0000","12103 S LOWE AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","05/26/2017","Partially Verified","03/22/1991","-","11/02/2021","-","-","N"
"25-28-121-027-0000","12134 S NORMAL AVE","60628","-","Sold","-","RS-3","34","WEST PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-28-125-021-0000","12220 S UNION AVE","60628","None","Owned by City","-","RS-3","34","WEST PULLMAN","05/26/2017","Partially Verified","11/19/1998","-","11/02/2021","-","-","N"
"25-28-125-022-0000","12222 S UNION AVE","60628","-","Owned by City","-","RS-3","34","WEST PULLMAN","05/26/2017","Partially Verified","11/19/1998","-","11/02/2021","-","-","N"
"25-28-201-019-0000","11947 S HARVARD AVE","60628","-","Sold","-","RS-3","34","WEST PULLMAN","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-28-205-047-0000","109 W 119TH ST","60628","-","Owned by City","-","B1-1","09","WEST PULLMAN","05/26/2017","Partially Verified","02/02/1996","-","11/02/2021","-","-","N"
"26-05-114-010-0000","9119 S MACKINAW AVE","60617","-","Sold","-","RS-2","10","SOUTH CHICAGO","05/26/2017","Partially Verified","08/23/2002","01/24/2011","11/02/2021","-","-","N"
"26-05-114-013-0000","3355 E 91ST ST","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-014-0000","9100 S GREEN BAY AVE","0","AIS","Owned by City","Y","-","-","-","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-015-0000","9102 S GREEN BAY AVE","0","AIS","Owned by City","Y","-","-","-","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-016-0000","9104 S GREEN BAY AVE","0","AIS","Owned by City","Y","-","-","-","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-017-0000","9108 S GREEN BAY AVE","0","AIS","Owned by City","Y","-","-","-","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-020-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-021-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-022-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-023-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-024-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-025-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-026-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-027-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-028-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-029-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-030-0000","9160 S LAKE SHORE DR","0","AIS","Owned by City","Y","RS-2","10","SOUTH CHICAGO","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"26-05-114-033-0000","9110 S GREEN BAY AVE","0","-","Owned by City","-","-","-","-","05/26/2017","Partially Verified","-","-","11/02/2021","-","-","N"
"26-05-114-034-0000","9110 S GREEN BAY AVE","0","-","Owned by City","-","-","-","-","05/26/2017","Partially Verified","-","-","11/02/2021","-","-","N"
"25-24-414-044-0000","11952 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","10/19/2001","-","11/29/2021","-","-","N"
"25-24-414-045-0000","11954 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","10/03/2001","-","11/29/2021","-","-","N"
"25-24-414-046-0000","11956 S HOXIE AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","10/03/2001","-","11/29/2021","-","-","N"
"25-24-414-047-0000","11953 S CALHOUN AVE","0","Park District","Leased","-","-","-","-","05/26/2017","Partially Verified","01/27/2005","-","11/29/2021","-","-","N"
"25-24-415-001-0000","11900 S TORRENCE AVE","60617","Park District","Leased","-","POS-3","10","SOUTH DEERING","05/26/2017","Partially Verified","11/26/2003","-","11/29/2021","-","-","N"
"20-25-102-001-0000","1701 E 71ST ST","60649","-","Owned by City","-","B3-2","07","SOUTH SHORE","05/26/2017","Partially Verified","05/13/1999","-","11/02/2021","-","-","N"
"20-25-102-003-0000","1711 E 71ST ST","60649","-","Owned by City","-","B3-2","07","SOUTH SHORE","05/26/2017","Partially Verified","04/23/2003","-","11/02/2021","-","-","N"
"20-25-102-018-0000","7124 S RIDGELAND AVE","60649","None","Owned by City","-","RT-4","07","SOUTH SHORE","05/26/2017","Partially Verified","07/31/1992","-","11/02/2021","-","-","N"
"20-25-104-002-0000","7128 S RIDGELAND AVE","60649","None","Owned by City","-","RT-4","07","SOUTH SHORE","05/26/2017","Partially Verified","08/30/1979","-","11/02/2021","-","-","N"
"20-25-109-004-0000","7117 S EUCLID AVE","60649","-","Sold","-","RT-4","05","SOUTH SHORE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"25-05-200-010-0000","8721 S RACINE AVE","60620","-","Owned by City","-","RS-3","21","AUBURN GRESHAM","04/02/2019","Partially Verified","-","-","11/02/2021","-","-","N"
"25-03-422-002-0000","9311 S LYON AVE","60619","-","Owned by City","-","RS-3","09","CHATHAM","04/02/2019","Partially Verified","-","-","11/02/2021","-","-","N"
"25-02-309-006-0000","917 E 92ND PL","60619","-","Owned by City","-","RS-3","08","BURNSIDE","04/02/2019","Partially Verified","-","-","11/02/2021","-","-","N"
"20-25-112-011-0000","7245 S STONY ISLAND AVE","60649","-","Owned by City","-","C2-2","07","SOUTH SHORE","05/26/2017","Partially Verified","01/06/1983","-","11/02/2021","-","-","N"
"21-32-208-031-0000","8558 S BURLEY AVE","60617","-","Owned by City","-","RT-4","10","SOUTH CHICAGO","04/02/2019","Partially Verified","-","-","11/02/2021","-","-","N"
"21-32-204-036-0000","7830 S BURLEY AVE -N","0","-","Owned by City","-","-","-","-","04/02/2019","Partially Verified","-","-","11/02/2021","-","-","N"
"26-31-410-018-0000","13543 S BRANDON AVE","60633","-","Owned by City","-","B3-1","10","HEGEWISCH","04/02/2019","Partially Verified","-","-","11/02/2021","-","-","N"
"26-06-413-037-0000","3222 E 93RD ST","60617","None","Owned by City","-","B2-2","10","SOUTH CHICAGO","04/02/2019","Verified","08/12/2002","-","11/02/2021","Signal","-","N"
"20-25-129-010-0000","7347 S BENNETT AVE","60649","None","Owned by City","-","RS-3","07","SOUTH SHORE","05/26/2017","Partially Verified","10/01/1973","-","11/02/2021","-","-","N"
"20-25-132-028-0000","1636 E 75TH ST","60649","-","Sold","-","RT-4","08","SOUTH SHORE","05/26/2017","Partially Verified","11/15/1995","08/19/2008","11/02/2021","-","-","N"
"20-25-132-029-0000","1638 E 75TH ST","60649","-","Sold","-","RT-4","08","SOUTH SHORE","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-28-202-014-0000","7153 S PRINCETON AVE","60621","DPD - Large Lots","Sold","-","RT-4","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-28-203-021-0000","7140 S WENTWORTH AVE","60621","None","Owned by City","-","RT-4","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","03/22/1991","-","11/02/2021","-","-","N"
"20-28-205-002-0000","7155 S VINCENNES AVE","60621","-","Owned by City","-","C1-2","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","10/01/2007","-","11/02/2021","-","-","N"
"20-28-206-013-0000","7139 S PERRY AVE","60621","None","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","07/03/1995","-","11/02/2021","-","-","N"
"20-28-206-018-0000","7151 S PERRY AVE","60621","-","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","05/18/1997","-","11/02/2021","-","-","N"
"20-28-208-008-0000","7231 S STEWART AVE","60621","None","Owned by City","-","RT-4","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","01/19/1999","-","11/02/2021","-","-","N"
"20-28-208-017-0000","7255 S STEWART AVE","60621","DPD - Large Lots","Owned by City","-","RT-4","6","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/09/2021","-","B","Y"
"20-28-208-022-0000","7226 S HARVARD AVE","60621","-","Owned by City","-","RT-4","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","10/15/1996","-","11/02/2021","-","-","N"
"20-28-209-001-0000","7201 S HARVARD AVE","60621","DPD - Large Lots","Sold","-","RM-5","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","12/08/2017","11/02/2021","-","-","N"
"20-28-209-007-0000","7225 S HARVARD AVE","60621","DPD - Large Lots","Owned by City","-","RM-5","6","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/04/2021","-","A","Y"
"20-28-209-009-0000","7233 S HARVARD AVE","60621","-","Owned by City","-","RM-5","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","12/10/1998","-","11/02/2021","-","-","N"
"20-28-209-010-0000","7237 S HARVARD AVE","60621","DPD - Large Lots","Sold","-","RM-5","06","GREATER GRAND CROSSING","05/26/2017","Verified","10/20/1998","11/14/2017","11/02/2021","-","-","N"
"20-28-209-011-0000","7239 S HARVARD AVE","60621","None","Owned by City","-","RM-5","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-28-209-013-0000","7249 S HARVARD AVE","60621","DPD - Large Lots","Sold","-","RM-5","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-28-209-025-0000","7250 S PRINCETON AVE","60621","DPD - Large Lots","Owned by City","-","RT-4","6","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/09/2021","-","B","Y"
"20-30-122-032-0000","7320 S DAMEN AVE","60636","-","Owned by City","-","RS-2","17","WEST ENGLEWOOD","05/26/2017","Partially Verified","-","-","11/02/2021","-","-","N"
"20-30-201-013-0000","7121 S WINCHESTER AVE","60636","-","Sold","-","RS-2","17","WEST ENGLEWOOD","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-30-207-008-0000","7123 S MARSHFIELD AVE","60636","None","Owned by City","-","RS-2","17","WEST ENGLEWOOD","05/26/2017","Partially Verified","03/05/2012","-","11/02/2021","-","-","N"
"20-30-214-043-0000","7248 S MARSHFIELD AVE","60636","-","Sold","-","RS-2","17","WEST ENGLEWOOD","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-30-214-044-0000","7252 S MARSHFIELD AVE","60636","DPD - Large Lots","Sold","-","RS-2","17","WEST ENGLEWOOD","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-30-215-041-0000","7242 S ASHLAND AVE","60636","-","Owned by City","-","C2-2","17","WEST ENGLEWOOD","05/26/2017","Partially Verified","04/09/2002","-","11/02/2021","-","-","N"
"20-30-219-036-0000","7338 S WOOD ST","60636","-","Sold","-","RS-2","17","WEST ENGLEWOOD","05/26/2017","Partially Verified","07/07/1995","12/18/2012","11/02/2021","-","-","N"
"20-30-224-007-0000","1625 W 74TH ST","0","Obsolete PIN","Sold","-","M2-2","17","WEST ENGLEWOOD","05/26/2017","Verified","08/26/2002","02/16/2018","11/02/2021","-","-","N"
"20-27-204-002-0000","609 E 71ST ST","60619","-","Sold","-","B3-1","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-09-300-021-0000","748 W 52ND ST","0","-","Owned by City","-","C1-2","20","NEW CITY","04/02/2019","Partially Verified","-","-","11/02/2021","-","-","N"
"20-09-219-001-0000","5001 S PRINCETON AVE","60609","-","Owned by City","-","RS-3","03","FULLER PARK","04/02/2019","Partially Verified","-","-","11/02/2021","-","-","N"
"20-27-205-015-0000","7149 S CHAMPLAIN AVE","60619","DPD - Large Lots","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Verified","04/04/2000","-","11/02/2021","-","-","N"
"20-27-205-016-0000","7151 S CHAMPLAIN AVE","60619","DPD - Large Lots","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-27-205-022-0000","7116 S LANGLEY AVE","60619","-","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","10/12/2000","-","11/02/2021","-","-","N"
"20-27-205-025-0000","7122 S LANGLEY AVE","60619","None","Owned by City","-","RS-3","6","GREATER GRAND CROSSING","05/26/2017","Verified","10/12/2000","-","11/02/2021","-","-","N"
"20-27-205-029-0000","7134 S LANGLEY AVE","60619","-","Sold","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-09-216-064-0000","4939 S DEARBORN ST -N","0","-","Owned by City","-","-","-","-","04/02/2019","Partially Verified","-","-","11/02/2021","-","-","N"
"20-27-206-011-0000","7141 S LANGLEY AVE","60619","None","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","08/22/1996","-","11/02/2021","-","-","N"
"20-27-206-012-0000","7153 S LANGLEY AVE","60619","None","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","12/04/2000","-","11/02/2021","-","-","N"
"20-27-206-023-0000","708 E 72ND ST","60619","None","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","10/16/2000","-","11/02/2021","-","-","N"
"20-27-209-002-0000","7205 S VERNON AVE","60619","DPD - Large Lots","Sold","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Unverified","-","-","11/02/2021","-","-","N"
"20-27-212-047-0000","615 E 72ND ST","0","None","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","11/17/2000","-","11/02/2021","-","-","N"
"20-27-214-001-0000","7201 S LANGLEY AVE","60619","None","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","12/04/2000","-","11/02/2021","-","-","N"
"20-27-214-002-0000","7203 S LANGLEY AVE","60619","-","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Partially Verified","08/27/2001","-","11/02/2021","-","-","N"
"20-27-214-013-0000","7233 S LANGLEY AVE","60619","None","Owned by City","-","RS-3","06","GREATER GRAND CROSSING","05/26/2017","Verified","04/01/2008","-","11/02/2021","-","-","N"
